Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Referral a Friend,Under-Utilizing Unlimited,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure Group_Loyal (2-4y),Tenure Group_New (0-1y),Tenure Group_Standard (1-2y),Tenure Group_Very Loyal (4y+)
0,64,0,0,1,0,0.18020839625250165,92703,33.748635,-117.906125,10,71,1,4.71,0,1,29,1,1,1,1,0,0,0,1,0,64.05,4492.9,0.0,0,334.41,4827.31,70011,1,2,0,0,4,2.208619928062093,63.28028169014084,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,75,0,1,1,0,0.0,92655,33.744439,-117.98588,1,7,1,16.05,0,1,22,0,0,0,0,0,0,0,1,1,70.1,467.55,20.23,0,112.35,559.67,8660,0,2,0,1,0,3.186362188017187,66.79285714285714,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,73,0,1,0,0,0.44298519496920696,90232,34.019323,-118.391902,0,2,1,25.74,0,1,6,1,1,0,0,0,0,0,1,0,54.85,104.2,0.0,0,51.48,155.68,15195,0,1,1,0,2,9.14165143058095,52.1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,73,0,1,1,0,0.4773240334905604,90503,33.840399,-118.353714,1,57,1,42.1,1,1,3,0,0,1,0,1,1,0,1,0,100.6,5746.15,0.0,0,2399.7000000000003,8145.85,41979,0,2,0,0,4,33.533221555928144,100.80964912280702,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,43,0,0,1,1,0.21505948941754693,95826,38.542532,-121.378826,9,40,1,27.95,1,0,0,0,0,0,0,0,0,0,0,0,25.25,1006.9,44.51,0,1118.0,2080.39,38818,1,3,0,1,1,2525000.0,25.1725,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,60,0,0,0,0,0.12975178453580316,92602,33.720359,-117.733655,0,54,1,18.54,1,1,26,1,0,1,1,1,1,1,0,0,87.1,4735.2,0.0,80,1001.16,5816.36,2762,1,1,1,0,7,3.349998711538957,87.68888888888888,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,33,0,0,0,0,0.22706206739198584,94102,37.7795,-122.419233,0,35,1,4.24,0,0,0,0,0,0,0,0,0,0,0,0,19.25,677.9,0.0,0,148.4,826.3,28998,1,1,1,0,0,1925000.0,19.36857142857143,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,60,0,0,1,0,0.0,91752,33.999992,-117.535395,0,52,1,29.23,1,1,30,0,1,1,0,1,0,0,1,0,94.6,5025.8,0.0,0,1519.96,6545.76,18980,1,2,0,0,4,3.153332282222572,96.65,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,45,0,0,0,0,0.31464969888872285,95605,38.592745,-121.540036,0,32,1,33.45,1,1,5,1,0,0,0,1,1,1,1,0,74.75,2282.95,0.0,0,1070.4,3353.35,12756,1,1,1,0,5,14.9499701000598,71.3421875,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,0,0,0,0.2556777216473174,91361,34.130992,-118.894673,0,4,1,22.07,0,1,41,1,0,0,0,0,0,0,1,1,50.55,235.65,0.0,0,88.28,323.93,18735,0,1,1,0,1,1.232926528554505,58.9125,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,39,0,0,1,1,0.2593704418335313,95821,38.625096,-121.383658,10,43,1,14.97,0,0,0,0,0,0,0,0,0,0,0,1,19.2,776.25,9.48,0,643.71,1410.48,35426,1,3,0,1,0,1920000.0,18.052325581395348,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,79,0,1,1,0,0.0,91307,34.199787,-118.68493,1,2,1,32.62,0,1,2,0,0,0,0,0,0,0,1,1,69.3,153.8,0.0,0,65.24,219.04,23637,0,2,0,0,0,34.64982675086625,76.9,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,46,0,0,1,0,0.2529974635237006,92691,33.611945,-117.665867,10,50,1,38.29,1,1,16,0,1,0,0,1,1,1,1,1,98.25,4858.7,3.55,0,1914.5,6769.65,46371,1,2,0,1,5,6.140621162111774,97.174,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,50,0,0,1,0,0.31464969888872285,95920,39.449794,-121.936372,2,51,1,17.95,0,1,14,1,1,0,1,0,1,1,1,1,69.75,3562.5,0.0,0,915.45,4477.95,303,1,2,0,0,5,4.98213929847193,69.8529411764706,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,20,1,0,0,2,0.0,95540,40.584991,-124.121504,0,54,1,4.16,0,1,59,0,1,1,1,0,0,0,1,1,61.0,3283.05,0.0,0,224.64,3507.69,12241,0,3,0,0,3,1.0338981298477743,60.797222222222224,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,28,1,0,0,0,0.6484572649622495,92028,33.362575,-117.299644,0,2,1,13.89,0,0,0,0,0,0,0,0,0,0,0,1,20.7,39.85,0.0,0,27.78,67.63,42239,0,1,1,0,0,2070000.0,19.925,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,25,1,0,0,0,0.0,94512,38.140719,-121.838298,0,70,1,8.39,1,1,59,0,1,0,0,1,1,1,1,0,98.9,6838.6,0.0,0,587.3000000000001,7425.900000000001,138,0,1,1,0,5,1.6762709023269655,97.69428571428573,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,0,0,0,0.15295080991895954,90277,33.830453,-118.384565,0,26,1,38.04,1,1,73,1,1,0,0,0,0,0,1,0,61.55,1581.95,0.0,0,989.04,2570.99,34191,0,1,1,0,3,0.8431505694314287,60.84423076923077,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,51,0,0,0,0,0.22864968493428614,94110,37.750021,-122.415201,0,1,1,26.15,0,1,26,0,0,0,0,0,0,0,1,1,44.0,44.0,0.0,0,26.15,70.15,74641,1,1,1,0,0,1.6923070414203687,44.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,38,0,0,1,0,0.2556777216473174,93230,36.29223,-119.622676,6,45,1,9.91,0,1,19,1,1,1,0,1,1,1,1,0,78.8,3597.5,23.28,0,445.95,4020.17,53204,1,2,0,1,6,4.147366238228296,79.94444444444444,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,19,1,0,1,3,1.0,95422,38.965804,-122.631779,7,12,0,0.0,0,1,73,0,1,0,1,0,0,0,1,0,35.5,432.25,0.0,0,0.0,432.25,13485,0,5,0,0,2,0.4863013032463968,36.020833333333336,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,39,0,0,0,0,0.40838366096098255,96055,40.059385,-122.091481,0,21,0,0.0,0,1,9,0,1,0,1,0,0,0,1,1,36.0,780.15,0.0,0,0.0,780.15,3756,1,1,1,0,2,3.999995555560494,37.15,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,29,1,0,0,0,1.0,95553,40.210895,-123.86,0,3,1,33.39,0,1,59,1,0,1,0,1,1,1,0,1,99.0,287.4,0.0,10,100.17,397.57,867,0,1,1,0,5,1.6779658172939291,95.8,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,56,0,0,0,0,0.0,93603,36.64545,-118.924982,0,1,1,47.26,0,0,0,0,0,0,0,0,0,0,0,0,20.6,20.6,0.0,0,47.26,67.86,273,1,1,1,0,0,2060000.0,20.6,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,73,0,1,0,0,0.6482447808888466,92129,32.961064,-117.134917,0,20,1,44.44,1,1,13,0,0,1,0,1,1,0,0,1,98.55,1842.8,0.0,120,888.8,2851.6,47224,0,1,1,0,4,7.58076339941277,92.14,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,40,0,0,1,0,0.0,93276,35.316263,-119.402559,3,64,1,37.46,1,1,2,1,0,0,0,1,0,0,1,1,66.15,4392.5,0.0,0,2397.44,6789.9400000000005,236,1,2,0,0,3,33.074834625826874,68.6328125,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,28,1,0,1,0,0.0,95568,41.444606,-123.471895,0,66,1,7.28,1,1,51,0,1,1,0,1,1,1,1,1,105.0,7133.25,0.0,0,480.48,7613.73,202,0,2,0,0,6,2.058823125720956,108.07954545454544,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,58,0,0,1,1,0.2610590547913829,90822,33.778436,-118.118648,9,72,1,33.37,1,1,16,1,1,1,1,1,1,1,1,0,117.5,8670.1,47.55,0,2402.64,11025.19,425,1,3,0,1,8,7.343745410159118,120.41805555555555,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,61,0,0,0,0,0.2556777216473174,93602,36.991762,-119.242874,0,9,0,0.0,0,1,14,1,0,1,1,0,1,1,1,0,50.8,463.6,0.0,0,0.0,463.6,3464,1,1,1,0,5,3.628568836736545,51.51111111111111,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,51,0,0,0,0,1.0,95686,38.157794,-121.520223,0,64,1,9.95,0,1,2,1,1,0,0,1,1,1,1,1,100.3,6603.8,0.0,0,636.8,7240.6,1472,1,1,1,0,5,50.14974925125374,103.184375,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,63,0,0,1,0,0.6333132718549251,92109,32.787836,-117.232376,1,52,1,46.59,1,1,26,0,0,1,1,0,1,1,0,1,96.25,4990.25,0.0,120,2422.6800000000003,7532.93,46086,1,2,0,0,5,3.701921653107057,95.96634615384616,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,36,0,0,1,0,0.0,91325,34.236683,-118.517588,1,2,0,0.0,0,1,12,0,0,0,0,0,1,1,0,1,35.1,68.75,0.0,10,0.0,78.75,32307,1,2,0,0,2,2.9249975625020315,34.375,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,26,1,0,0,0,1.0,95563,40.89866,-123.539754,0,59,1,1.94,1,1,73,1,1,1,1,0,1,1,1,0,79.85,4786.1,0.0,0,114.46,4900.56,660,0,1,1,0,7,1.0938354665978811,81.12033898305086,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,70,0,1,0,0,0.0,91351,34.422519,-118.420717,0,1,1,7.23,0,1,2,0,0,0,0,0,0,0,1,1,69.65,69.65,0.0,0,7.23,76.88000000000001,59259,0,1,1,0,0,34.82482587587062,69.65,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,20,1,0,0,0,0.20919808220469155,91364,34.153733,-118.593408,0,27,1,25.51,1,1,69,0,0,1,0,0,0,0,0,1,81.3,2272.8,29.93,130,688.7700000000001,3061.6400000000003,25988,0,1,1,1,2,1.1782606988027973,84.17777777777779,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,68,0,1,0,0,0.0,93063,34.296813,-118.685703,0,7,1,10.53,0,1,21,1,0,0,0,0,0,0,1,1,48.2,340.35,0.0,0,73.71,414.06,49027,0,1,1,0,1,2.2952370022680944,48.621428571428574,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,51,0,0,1,0,0.13834847774975415,91911,32.607964,-117.059459,7,25,1,3.81,0,1,8,0,0,0,1,1,1,1,1,1,95.7,2338.35,0.0,0,95.25,2433.6,71126,1,2,0,0,4,11.962485046893692,93.534,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,58,0,0,1,0,0.2453711467369316,92657,33.603282,-117.821841,0,67,1,29.24,1,1,21,1,1,1,0,1,1,1,1,1,111.3,7482.1,0.0,0,1959.08,9441.18,5597,1,2,0,0,7,5.299997476191678,111.67313432835822,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,54,0,0,1,2,0.0,96035,40.03194,-122.176023,9,58,1,35.35,0,1,29,0,1,0,1,1,1,1,1,1,75.2,4300.8,0.0,0,2050.3,6351.1,3357,1,4,0,0,5,2.593102554102568,74.15172413793104,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,59,0,0,0,0,0.5560981365525715,95612,38.384648,-121.578701,0,9,1,9.27,1,1,28,0,0,0,0,0,0,0,1,1,75.2,633.85,0.0,0,83.42999999999999,717.28,1417,1,1,1,0,1,2.685713326530955,70.42777777777778,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,63,0,0,0,0,0.2453711467369316,95942,40.077028,-121.494168,0,17,0,0.0,0,1,11,0,0,0,0,0,0,0,1,1,25.65,440.2,0.0,0,0.0,440.2,1351,1,1,1,0,0,2.331816061985398,25.894117647058824,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,53,0,0,1,3,0.0,92274,33.53604,-116.119222,1,67,1,11.4,1,1,27,0,1,0,1,1,0,0,1,0,94.1,6302.8,0.0,0,763.8000000000001,7066.6,17018,1,5,0,0,4,3.485183894376336,94.07164179104478,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,36,0,0,1,0,0.3145715995918679,91351,34.422519,-118.420717,1,72,1,36.03,1,0,0,0,0,0,0,0,0,0,0,0,25.85,1872.2,5.73,0,2594.16,4460.63,59259,1,2,0,1,1,2585000.0,26.00277777777778,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,49,0,0,0,0,0.15295080991895954,95926,39.745712,-121.84333,0,56,1,32.43,1,1,2,0,1,1,0,1,1,1,0,1,106.8,5914.4,0.0,30,1816.08,7760.48,35808,1,1,1,0,6,53.39973300133499,105.61428571428571,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,59,0,0,0,0,0.2033954450455921,92407,34.250069,-117.393949,0,6,1,18.65,0,1,18,0,0,0,0,0,0,0,1,1,69.1,435.0,0.0,0,111.9,546.9,49355,1,1,1,0,0,3.838886756174024,72.5,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,60,0,0,1,2,0.23970338309591263,96025,41.212695,-122.392067,8,57,1,29.64,0,0,0,0,0,0,0,0,0,0,0,0,20.75,1123.15,0.0,0,1689.48,2812.63,2602,1,4,0,0,0,2075000.0,19.704385964912284,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,52,0,0,1,0,0.25294977602444385,91423,34.146957,-118.432138,1,68,1,7.87,1,1,4,1,1,0,0,0,0,0,1,1,84.7,5711.05,0.0,0,535.16,6246.21,29387,1,2,0,0,3,21.174947062632345,83.9860294117647,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,61,0,0,1,1,0.22720382737361508,90028,34.099869,-118.326843,1,47,1,31.35,1,1,16,0,1,0,0,1,1,1,1,1,99.35,4749.15,0.0,0,1473.45,6222.599999999999,30568,1,3,0,0,5,6.20937111914305,101.04574468085106,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,37,0,0,0,0,0.2652129817444219,95685,38.432145,-120.77069,0,10,1,39.85,1,1,21,0,0,0,0,0,0,0,1,1,75.75,777.3,0.0,0,398.5,1175.8,4610,1,1,1,0,1,3.6071411394566,77.72999999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,75,0,1,1,0,0.2556777216473174,93634,37.290606,-119.216328,6,30,1,33.48,1,1,22,1,1,1,1,1,0,0,1,1,105.7,3181.8,0.0,0,1004.4,4186.2,52,0,2,0,0,6,4.80454327066215,106.06,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,41,0,0,1,0,0.251633228367951,90731,33.736387,-118.284363,3,46,1,33.22,1,1,29,0,1,0,1,1,1,1,0,1,103.15,4594.65,0.0,130,1528.12,6252.77,58639,1,2,0,0,6,3.556895325208509,99.8836956521739,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,73,0,1,1,0,0.0,92327,34.875144,-116.821698,3,12,1,37.15,0,1,13,1,0,1,1,1,1,1,0,1,79.2,943.85,0.0,20,445.8,1409.65,678,0,2,0,0,6,6.0923030059207655,78.65416666666667,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,37,0,0,1,0,0.2726170682551882,95133,37.371862,-121.860349,1,61,1,4.69,1,1,4,1,0,1,0,0,1,1,1,1,69.9,4226.7,0.0,0,286.09000000000003,4512.79,26032,1,2,0,0,5,17.474956312609223,69.29016393442623,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,53,0,0,1,0,0.0,92268,34.201108,-116.593456,2,44,1,21.39,1,1,10,1,0,1,0,0,0,0,1,1,84.8,3626.35,43.96,0,941.16,4523.55,354,1,2,0,1,3,8.47999152000848,82.41704545454546,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,64,0,0,1,1,0.0,93960,36.414216,-121.360597,8,47,1,37.35,0,0,0,0,0,0,0,0,0,0,0,0,20.25,873.4,0.0,0,1755.45,2628.85,13003,1,3,0,0,0,2025000.0,18.582978723404256,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,73,0,1,1,0,0.23545700760815833,90068,34.137411,-118.328915,10,71,0,0.0,0,1,28,0,1,1,0,1,1,1,0,1,52.3,3765.05,0.0,40,0.0,3805.05,21728,0,2,0,0,5,1.8678564757655445,53.02887323943662,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,73,0,1,1,0,0.31464969888872285,93925,36.596271,-121.442274,10,29,1,32.03,0,1,16,1,0,1,0,0,1,1,1,0,90.1,2656.7,0.0,0,928.87,3585.57,1140,0,2,0,0,4,5.631246480470949,91.6103448275862,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,54,0,0,0,0,0.0,95465,38.415003,-122.998726,0,1,1,36.05,0,1,30,0,0,1,1,1,1,1,1,0,74.1,74.1,0.0,0,36.05,110.15,1880,1,1,1,0,5,2.469999176666941,74.1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,58,0,0,0,3,0.0,94970,37.921137,-122.657562,0,41,1,38.94,0,1,28,0,0,0,0,0,0,0,1,0,45.2,1841.9,0.0,0,1596.54,3438.44,781,1,4,0,0,0,1.614285137755308,44.92439024390245,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,40,0,0,1,0,0.3145715995918679,95975,39.225634,-121.156163,1,52,1,38.37,0,1,14,1,0,0,0,1,0,0,1,0,84.1,4348.65,0.0,0,1995.24,6343.889999999999,1601,1,2,0,0,2,6.007138566329595,83.6278846153846,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,63,0,0,1,0,0.25294977602444385,95687,38.333133,-121.920151,7,51,1,35.0,1,1,8,1,1,0,0,0,1,1,1,1,96.4,4911.05,0.0,0,1785.0,6696.05,63157,1,2,0,0,5,12.049984937518827,96.29509803921567,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,60,0,0,1,2,1.0,95981,39.58458,-121.093256,6,67,1,14.41,1,0,0,0,0,0,0,0,0,0,0,0,24.65,1620.45,0.0,0,965.47,2585.92,101,1,4,0,0,1,2464999.9999999995,24.18582089552239,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,44,0,0,0,0,0.0,95045,36.810568,-121.503022,0,4,0,0.0,0,1,20,0,0,0,0,1,1,1,0,1,44.55,174.3,0.0,10,0.0,184.3,3402,1,1,1,0,3,2.2274988862505567,43.575,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,21,1,0,0,0,0.2678104653560529,95818,38.556306,-121.495817,0,5,1,3.61,0,1,69,1,0,0,1,0,0,0,1,0,54.2,308.25,0.0,0,18.05,326.3,21313,0,1,1,0,2,0.7855071325351982,61.65,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,59,0,0,1,0,0.6387370967982885,92113,32.697098,-117.116587,1,50,1,35.33,1,1,17,0,0,0,0,1,0,0,1,1,84.4,4116.15,0.0,0,1766.5,5882.65,47431,1,2,0,0,2,4.964702961939435,82.323,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20,1,0,0,0,0.31464969888872285,93003,34.279221,-119.221437,0,6,1,20.26,0,1,26,1,1,1,1,0,1,1,1,1,98.15,567.45,0.0,0,121.56,689.01,46894,0,1,1,0,6,3.7749985480774817,94.575,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,65,0,1,1,0,0.0,95587,39.955587,-123.681175,1,69,1,16.34,1,1,4,0,1,0,0,1,0,0,0,1,89.95,6143.15,6.79,110,1127.46,7373.82,200,0,2,0,1,3,22.48744378139055,89.03115942028985,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,66,0,1,1,0,0.0,95568,41.444606,-123.471895,8,37,1,15.6,0,1,19,0,0,1,1,1,0,0,1,0,90.0,3371.75,0.0,0,577.1999999999999,3948.95,202,0,2,0,0,3,4.736839612189678,91.12837837837836,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,33,0,0,0,0,0.4082504974174488,94028,37.369709,-122.215844,0,72,1,2.56,1,1,25,1,1,1,1,1,1,1,1,0,113.4,8164.1,0.0,0,184.32,8348.42,6601,1,1,1,0,8,4.535998185600726,113.39027777777778,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,19,1,0,1,0,0.0,94585,38.197907,-122.017258,1,72,1,21.72,0,0,0,0,0,0,0,0,0,0,0,0,20.7,1492.1,0.0,0,1563.84,3055.94,39279,0,2,0,0,0,2070000.0,20.72361111111111,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,34,0,0,1,0,0.0,95469,39.408634,-123.045516,7,59,1,20.27,1,1,13,0,1,0,1,1,1,1,1,1,80.1,4693.2,0.0,0,1195.93,5889.13,1884,1,2,0,0,6,6.161533721897137,79.5457627118644,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,55,0,0,1,0,0.0,95227,38.227285,-121.02789,4,70,1,33.37,1,1,9,0,1,1,1,1,0,0,0,0,76.1,5264.25,0.0,110,2335.9,7710.15,722,1,2,0,0,5,8.455546160504266,75.20357142857142,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,49,0,0,1,3,0.23443873514003896,95709,38.748316,-120.675512,2,19,1,32.47,0,0,0,0,0,0,0,0,0,0,0,0,19.9,357.7,0.0,0,616.93,974.63,4829,1,5,0,0,0,1990000.0,18.82631578947368,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,44,0,0,1,0,0.0,92021,32.832706,-116.873258,10,71,1,18.41,0,0,0,0,0,0,0,0,0,0,0,0,19.85,1379.6,0.0,0,1307.11,2686.71,61872,1,2,0,0,0,1985000.0,19.43098591549296,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
